=== MNIST_FEDAVG_SMALL_RESNET14_IID_PARTITION ====
=== MNIST_FEDAVG_SMALL_RESNET14_IID_PARTITION ====
=== MNIST_FEDAVG_SMALL_RESNET14_IID_PARTITION ====
client 0 train samples 6000
client 1 train samples 6000
client 2 train samples 6000
client 3 train samples 6000
client 4 train samples 6000
client 5 train samples 6000
client 6 train samples 6000
client 7 train samples 6000
client 8 train samples 6000
client 9 train samples 6000
val samples--------- 1000
test samples-------- 9000
===================== Start Stage-1 =====================
len(client_models)=10
len(train_loaders)=10
opt[0]=SGD (
Parameter Group 0
    dampening: 0
    differentiable: False
    foreach: None
    lr: 0.01
    maximize: False
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)
033 == clients == 0.020 train loss 0.016 | test loss 0.062 | train acc 0.994 | test acc 0.981    == global model ==  train loss 0.028 | test loss 0.036 | train acc 0.990 | test acc 0.993 
034 == clients == 0.019 train loss 0.015 | test loss 0.071 | train acc 0.995 | test acc 0.979    == global model ==  train loss 0.023 | test loss 0.039 | train acc 0.991 | test acc 0.990 
035 == clients == 0.019 train loss 0.016 | test loss 0.067 | train acc 0.995 | test acc 0.981    == global model ==  train loss 0.015 | test loss 0.038 | train acc 0.995 | test acc 0.991 
036 == clients == 0.018 train loss 0.014 | test loss 0.067 | train acc 0.995 | test acc 0.982    == global model ==  train loss 0.020 | test loss 0.038 | train acc 0.992 | test acc 0.991 
037 == clients == 0.018 train loss 0.014 | test loss 0.071 | train acc 0.994 | test acc 0.981    == global model ==  train loss 0.012 | test loss 0.041 | train acc 0.995 | test acc 0.990 
038 == clients == 0.018 train loss 0.014 | test loss 0.067 | train acc 0.995 | test acc 0.981    == global model ==  train loss 0.016 | test loss 0.034 | train acc 0.994 | test acc 0.991 
039 == clients == 0.017 train loss 0.016 | test loss 0.071 | train acc 0.993 | test acc 0.980    == global model ==  train loss 0.015 | test loss 0.038 | train acc 0.995 | test acc 0.990 
040 == clients == 0.018 train loss 0.015 | test loss 0.068 | train acc 0.994 | test acc 0.979    == global model ==  train loss 0.021 | test loss 0.039 | train acc 0.992 | test acc 0.986 
041 == clients == 0.016 train loss 0.011 | test loss 0.065 | train acc 0.996 | test acc 0.981    == global model ==  train loss 0.012 | test loss 0.037 | train acc 0.995 | test acc 0.990 
042 == clients == 0.017 train loss 0.011 | test loss 0.065 | train acc 0.997 | test acc 0.982    == global model ==  train loss 0.014 | test loss 0.039 | train acc 0.994 | test acc 0.990 
043 == clients == 0.017 train loss 0.011 | test loss 0.067 | train acc 0.996 | test acc 0.981    == global model ==  train loss 0.015 | test loss 0.038 | train acc 0.994 | test acc 0.990 
044 == clients == 0.016 train loss 0.012 | test loss 0.068 | train acc 0.995 | test acc 0.979    == global model ==  train loss 0.014 | test loss 0.038 | train acc 0.995 | test acc 0.990 
045 == clients == 0.016 train loss 0.011 | test loss 0.069 | train acc 0.996 | test acc 0.982    == global model ==  train loss 0.014 | test loss 0.038 | train acc 0.995 | test acc 0.988 
046 == clients == 0.015 train loss 0.011 | test loss 0.065 | train acc 0.997 | test acc 0.981    == global model ==  train loss 0.010 | test loss 0.034 | train acc 0.996 | test acc 0.990 
047 == clients == 0.015 train loss 0.013 | test loss 0.072 | train acc 0.996 | test acc 0.978    == global model ==  train loss 0.013 | test loss 0.039 | train acc 0.994 | test acc 0.990 
048 == clients == 0.014 train loss 0.011 | test loss 0.068 | train acc 0.996 | test acc 0.981    == global model ==  train loss 0.013 | test loss 0.038 | train acc 0.995 | test acc 0.988 
049 == clients == 0.014 train loss 0.012 | test loss 0.067 | train acc 0.997 | test acc 0.982    == global model ==  train loss 0.013 | test loss 0.039 | train acc 0.996 | test acc 0.990 
050 == clients == 0.015 train loss 0.011 | test loss 0.062 | train acc 0.997 | test acc 0.984    == global model ==  train loss 0.014 | test loss 0.037 | train acc 0.996 | test acc 0.988 
global model -- val_loss=0.046 -- val_acc=0.984 -- test_loss=0.028 -- test_acc=0.993
051 == clients == 0.015 train loss 0.012 | test loss 0.067 | train acc 0.996 | test acc 0.980    == global model ==  train loss 0.018 | test loss 0.038 | train acc 0.995 | test acc 0.990 
052 == clients == 0.014 train loss 0.012 | test loss 0.064 | train acc 0.995 | test acc 0.981    == global model ==  train loss 0.010 | test loss 0.039 | train acc 0.996 | test acc 0.986 
053 == clients == 0.013 train loss 0.009 | test loss 0.064 | train acc 0.997 | test acc 0.981    == global model ==  train loss 0.015 | test loss 0.039 | train acc 0.994 | test acc 0.990 
054 == clients == 0.013 train loss 0.010 | test loss 0.070 | train acc 0.996 | test acc 0.980    == global model ==  train loss 0.016 | test loss 0.037 | train acc 0.995 | test acc 0.990 
055 == clients == 0.013 train loss 0.009 | test loss 0.065 | train acc 0.997 | test acc 0.981    == global model ==  train loss 0.012 | test loss 0.035 | train acc 0.994 | test acc 0.984 
056 == clients == 0.012 train loss 0.012 | test loss 0.063 | train acc 0.996 | test acc 0.982    == global model ==  train loss 0.012 | test loss 0.033 | train acc 0.996 | test acc 0.988 
057 == clients == 0.013 train loss 0.011 | test loss 0.064 | train acc 0.996 | test acc 0.981    == global model ==  train loss 0.011 | test loss 0.036 | train acc 0.996 | test acc 0.986 
058 == clients == 0.011 train loss 0.006 | test loss 0.062 | train acc 0.998 | test acc 0.983    == global model ==  train loss 0.015 | test loss 0.037 | train acc 0.995 | test acc 0.991 
059 == clients == 0.011 train loss 0.010 | test loss 0.062 | train acc 0.997 | test acc 0.982    == global model ==  train loss 0.011 | test loss 0.035 | train acc 0.995 | test acc 0.991 
060 == clients == 0.013 train loss 0.009 | test loss 0.066 | train acc 0.997 | test acc 0.982    == global model ==  train loss 0.010 | test loss 0.035 | train acc 0.996 | test acc 0.988 
061 == clients == 0.012 train loss 0.009 | test loss 0.065 | train acc 0.997 | test acc 0.981    == global model ==  train loss 0.010 | test loss 0.041 | train acc 0.995 | test acc 0.986 
062 == clients == 0.012 train loss 0.008 | test loss 0.072 | train acc 0.997 | test acc 0.982    == global model ==  train loss 0.008 | test loss 0.043 | train acc 0.997 | test acc 0.986 
063 == clients == 0.012 train loss 0.009 | test loss 0.068 | train acc 0.997 | test acc 0.981    == global model ==  train loss 0.009 | test loss 0.040 | train acc 0.996 | test acc 0.984 
064 == clients == 0.012 train loss 0.008 | test loss 0.060 | train acc 0.998 | test acc 0.983    == global model ==  train loss 0.009 | test loss 0.035 | train acc 0.996 | test acc 0.991 
065 == clients == 0.012 train loss 0.007 | test loss 0.071 | train acc 0.997 | test acc 0.980    == global model ==  train loss 0.010 | test loss 0.039 | train acc 0.997 | test acc 0.990 
066 == clients == 0.011 train loss 0.007 | test loss 0.058 | train acc 0.998 | test acc 0.983    == global model ==  train loss 0.010 | test loss 0.034 | train acc 0.996 | test acc 0.988 
067 == clients == 0.011 train loss 0.007 | test loss 0.066 | train acc 0.998 | test acc 0.982    == global model ==  train loss 0.010 | test loss 0.036 | train acc 0.996 | test acc 0.988 
068 == clients == 0.010 train loss 0.006 | test loss 0.063 | train acc 0.998 | test acc 0.982    == global model ==  train loss 0.009 | test loss 0.039 | train acc 0.997 | test acc 0.986 
069 == clients == 0.011 train loss 0.007 | test loss 0.060 | train acc 0.998 | test acc 0.983    == global model ==  train loss 0.008 | test loss 0.038 | train acc 0.997 | test acc 0.988 
070 == clients == 0.010 train loss 0.006 | test loss 0.063 | train acc 0.998 | test acc 0.984    == global model ==  train loss 0.009 | test loss 0.041 | train acc 0.997 | test acc 0.990 
071 == clients == 0.011 train loss 0.005 | test loss 0.065 | train acc 0.999 | test acc 0.984    == global model ==  train loss 0.010 | test loss 0.040 | train acc 0.996 | test acc 0.990 
072 == clients == 0.010 train loss 0.006 | test loss 0.063 | train acc 0.997 | test acc 0.984    == global model ==  train loss 0.010 | test loss 0.038 | train acc 0.996 | test acc 0.988 
073 == clients == 0.011 train loss 0.008 | test loss 0.069 | train acc 0.997 | test acc 0.981    == global model ==  train loss 0.008 | test loss 0.041 | train acc 0.996 | test acc 0.988 
074 == clients == 0.010 train loss 0.008 | test loss 0.062 | train acc 0.997 | test acc 0.982    == global model ==  train loss 0.010 | test loss 0.037 | train acc 0.996 | test acc 0.986 
075 == clients == 0.010 train loss 0.012 | test loss 0.065 | train acc 0.996 | test acc 0.981    == global model ==  train loss 0.011 | test loss 0.039 | train acc 0.996 | test acc 0.986 
076 == clients == 0.009 train loss 0.006 | test loss 0.070 | train acc 0.998 | test acc 0.981    == global model ==  train loss 0.012 | test loss 0.042 | train acc 0.995 | test acc 0.986 
077 == clients == 0.010 train loss 0.005 | test loss 0.063 | train acc 0.999 | test acc 0.982    == global model ==  train loss 0.010 | test loss 0.037 | train acc 0.996 | test acc 0.988 
078 == clients == 0.010 train loss 0.007 | test loss 0.068 | train acc 0.998 | test acc 0.983    == global model ==  train loss 0.009 | test loss 0.041 | train acc 0.997 | test acc 0.990 
079 == clients == 0.009 train loss 0.006 | test loss 0.061 | train acc 0.999 | test acc 0.983    == global model ==  train loss 0.009 | test loss 0.036 | train acc 0.997 | test acc 0.991 
080 == clients == 0.009 train loss 0.006 | test loss 0.070 | train acc 0.998 | test acc 0.981    == global model ==  train loss 0.009 | test loss 0.037 | train acc 0.996 | test acc 0.990 
081 == clients == 0.009 train loss 0.007 | test loss 0.066 | train acc 0.998 | test acc 0.983    == global model ==  train loss 0.007 | test loss 0.040 | train acc 0.997 | test acc 0.988 
082 == clients == 0.009 train loss 0.006 | test loss 0.067 | train acc 0.998 | test acc 0.982    == global model ==  train loss 0.008 | test loss 0.042 | train acc 0.996 | test acc 0.986 
083 == clients == 0.009 train loss 0.007 | test loss 0.070 | train acc 0.998 | test acc 0.982    == global model ==  train loss 0.011 | test loss 0.045 | train acc 0.997 | test acc 0.988 
084 == clients == 0.009 train loss 0.004 | test loss 0.076 | train acc 0.999 | test acc 0.980    == global model ==  train loss 0.010 | test loss 0.047 | train acc 0.996 | test acc 0.986 
085 == clients == 0.008 train loss 0.006 | test loss 0.066 | train acc 0.998 | test acc 0.982    == global model ==  train loss 0.009 | test loss 0.041 | train acc 0.997 | test acc 0.984 
086 == clients == 0.009 train loss 0.005 | test loss 0.064 | train acc 0.998 | test acc 0.982    == global model ==  train loss 0.008 | test loss 0.039 | train acc 0.996 | test acc 0.986 
087 == clients == 0.009 train loss 0.006 | test loss 0.063 | train acc 0.998 | test acc 0.982    == global model ==  train loss 0.007 | test loss 0.042 | train acc 0.998 | test acc 0.986 
088 == clients == 0.009 train loss 0.006 | test loss 0.068 | train acc 0.998 | test acc 0.982    == global model ==  train loss 0.007 | test loss 0.040 | train acc 0.997 | test acc 0.988 
089 == clients == 0.009 train loss 0.007 | test loss 0.064 | train acc 0.998 | test acc 0.984    == global model ==  train loss 0.009 | test loss 0.044 | train acc 0.997 | test acc 0.991 
090 == clients == 0.008 train loss 0.006 | test loss 0.062 | train acc 0.998 | test acc 0.984    == global model ==  train loss 0.010 | test loss 0.035 | train acc 0.995 | test acc 0.990 
091 == clients == 0.009 train loss 0.005 | test loss 0.063 | train acc 0.998 | test acc 0.984    == global model ==  train loss 0.006 | test loss 0.041 | train acc 0.998 | test acc 0.990 
092 == clients == 0.008 train loss 0.005 | test loss 0.068 | train acc 0.998 | test acc 0.985    == global model ==  train loss 0.009 | test loss 0.041 | train acc 0.997 | test acc 0.991 
093 == clients == 0.009 train loss 0.005 | test loss 0.067 | train acc 0.999 | test acc 0.984    == global model ==  train loss 0.005 | test loss 0.037 | train acc 0.999 | test acc 0.990 
094 == clients == 0.008 train loss 0.006 | test loss 0.068 | train acc 0.998 | test acc 0.984    == global model ==  train loss 0.009 | test loss 0.043 | train acc 0.997 | test acc 0.988 
095 == clients == 0.008 train loss 0.003 | test loss 0.065 | train acc 1.000 | test acc 0.983    == global model ==  train loss 0.005 | test loss 0.037 | train acc 0.998 | test acc 0.990 
096 == clients == 0.008 train loss 0.006 | test loss 0.070 | train acc 0.998 | test acc 0.982    == global model ==  train loss 0.008 | test loss 0.041 | train acc 0.997 | test acc 0.988 
097 == clients == 0.008 train loss 0.006 | test loss 0.066 | train acc 0.998 | test acc 0.984    == global model ==  train loss 0.008 | test loss 0.042 | train acc 0.997 | test acc 0.988 
098 == clients == 0.008 train loss 0.006 | test loss 0.070 | train acc 0.998 | test acc 0.982    == global model ==  train loss 0.008 | test loss 0.039 | train acc 0.997 | test acc 0.986 
099 == clients == 0.008 train loss 0.004 | test loss 0.061 | train acc 0.999 | test acc 0.983    == global model ==  train loss 0.006 | test loss 0.035 | train acc 0.997 | test acc 0.990 
100 == clients == 0.009 train loss 0.004 | test loss 0.080 | train acc 0.999 | test acc 0.980    == global model ==  train loss 0.007 | test loss 0.040 | train acc 0.997 | test acc 0.984 
global model -- val_loss=0.048 -- val_acc=0.986 -- test_loss=0.030 -- test_acc=0.992
101 == clients == 0.007 train loss 0.006 | test loss 0.074 | train acc 0.998 | test acc 0.982    == global model ==  train loss 0.007 | test loss 0.039 | train acc 0.998 | test acc 0.988 
102 == clients == 0.007 train loss 0.005 | test loss 0.063 | train acc 0.998 | test acc 0.983    == global model ==  train loss 0.010 | test loss 0.038 | train acc 0.996 | test acc 0.990 
103 == clients == 0.007 train loss 0.005 | test loss 0.067 | train acc 0.999 | test acc 0.981    == global model ==  train loss 0.007 | test loss 0.042 | train acc 0.997 | test acc 0.984 
104 == clients == 0.008 train loss 0.005 | test loss 0.064 | train acc 0.999 | test acc 0.982    == global model ==  train loss 0.004 | test loss 0.040 | train acc 0.999 | test acc 0.988 
105 == clients == 0.007 train loss 0.004 | test loss 0.071 | train acc 0.998 | test acc 0.980    == global model ==  train loss 0.009 | test loss 0.042 | train acc 0.997 | test acc 0.984 
106 == clients == 0.007 train loss 0.004 | test loss 0.069 | train acc 0.999 | test acc 0.983    == global model ==  train loss 0.006 | test loss 0.039 | train acc 0.997 | test acc 0.990 
107 == clients == 0.007 train loss 0.004 | test loss 0.069 | train acc 0.998 | test acc 0.982    == global model ==  train loss 0.006 | test loss 0.038 | train acc 0.998 | test acc 0.990 
108 == clients == 0.008 train loss 0.004 | test loss 0.071 | train acc 0.999 | test acc 0.982    == global model ==  train loss 0.009 | test loss 0.045 | train acc 0.996 | test acc 0.988 
109 == clients == 0.007 train loss 0.004 | test loss 0.066 | train acc 0.998 | test acc 0.983    == global model ==  train loss 0.007 | test loss 0.041 | train acc 0.997 | test acc 0.986 
110 == clients == 0.006 train loss 0.004 | test loss 0.071 | train acc 0.999 | test acc 0.982    == global model ==  train loss 0.010 | test loss 0.038 | train acc 0.996 | test acc 0.988 
111 == clients == 0.007 train loss 0.004 | test loss 0.073 | train acc 0.998 | test acc 0.982    == global model ==  train loss 0.006 | test loss 0.042 | train acc 0.998 | test acc 0.988 
112 == clients == 0.006 train loss 0.003 | test loss 0.074 | train acc 1.000 | test acc 0.981    == global model ==  train loss 0.006 | test loss 0.044 | train acc 0.998 | test acc 0.990 
113 == clients == 0.007 train loss 0.003 | test loss 0.078 | train acc 0.999 | test acc 0.981    == global model ==  train loss 0.006 | test loss 0.041 | train acc 0.998 | test acc 0.990 
114 == clients == 0.007 train loss 0.004 | test loss 0.080 | train acc 0.999 | test acc 0.981    == global model ==  train loss 0.006 | test loss 0.047 | train acc 0.998 | test acc 0.984 
115 == clients == 0.006 train loss 0.006 | test loss 0.068 | train acc 0.998 | test acc 0.982    == global model ==  train loss 0.006 | test loss 0.037 | train acc 0.998 | test acc 0.986 
116 == clients == 0.007 train loss 0.005 | test loss 0.073 | train acc 0.999 | test acc 0.981    == global model ==  train loss 0.006 | test loss 0.043 | train acc 0.998 | test acc 0.984 
117 == clients == 0.007 train loss 0.007 | test loss 0.080 | train acc 0.998 | test acc 0.981    == global model ==  train loss 0.008 | test loss 0.044 | train acc 0.996 | test acc 0.986 
118 == clients == 0.007 train loss 0.004 | test loss 0.066 | train acc 0.998 | test acc 0.982    == global model ==  train loss 0.006 | test loss 0.038 | train acc 0.998 | test acc 0.991 
119 == clients == 0.006 train loss 0.003 | test loss 0.069 | train acc 0.999 | test acc 0.983    == global model ==  train loss 0.004 | test loss 0.039 | train acc 0.999 | test acc 0.991 
120 == clients == 0.006 train loss 0.004 | test loss 0.073 | train acc 0.999 | test acc 0.982    == global model ==  train loss 0.008 | test loss 0.043 | train acc 0.998 | test acc 0.988 
121 == clients == 0.005 train loss 0.003 | test loss 0.064 | train acc 0.999 | test acc 0.984    == global model ==  train loss 0.006 | test loss 0.040 | train acc 0.998 | test acc 0.988 
122 == clients == 0.006 train loss 0.004 | test loss 0.066 | train acc 0.999 | test acc 0.984    == global model ==  train loss 0.005 | test loss 0.043 | train acc 0.998 | test acc 0.988 
123 == clients == 0.005 train loss 0.005 | test loss 0.066 | train acc 0.999 | test acc 0.984    == global model ==  train loss 0.005 | test loss 0.041 | train acc 0.999 | test acc 0.990 
124 == clients == 0.005 train loss 0.004 | test loss 0.067 | train acc 0.998 | test acc 0.982    == global model ==  train loss 0.007 | test loss 0.042 | train acc 0.997 | test acc 0.984 
125 == clients == 0.006 train loss 0.004 | test loss 0.071 | train acc 0.999 | test acc 0.982    == global model ==  train loss 0.006 | test loss 0.044 | train acc 0.997 | test acc 0.990 
126 == clients == 0.006 train loss 0.006 | test loss 0.075 | train acc 0.997 | test acc 0.981    == global model ==  train loss 0.007 | test loss 0.046 | train acc 0.998 | test acc 0.986 
127 == clients == 0.006 train loss 0.003 | test loss 0.072 | train acc 0.999 | test acc 0.983    == global model ==  train loss 0.005 | test loss 0.041 | train acc 0.998 | test acc 0.988 
128 == clients == 0.005 train loss 0.004 | test loss 0.069 | train acc 0.998 | test acc 0.984    == global model ==  train loss 0.004 | test loss 0.041 | train acc 0.998 | test acc 0.988 
129 == clients == 0.006 train loss 0.004 | test loss 0.068 | train acc 0.999 | test acc 0.983    == global model ==  train loss 0.004 | test loss 0.042 | train acc 0.998 | test acc 0.986 
130 == clients == 0.005 train loss 0.002 | test loss 0.074 | train acc 0.999 | test acc 0.982    == global model ==  train loss 0.007 | test loss 0.046 | train acc 0.998 | test acc 0.986 
131 == clients == 0.005 train loss 0.003 | test loss 0.062 | train acc 0.999 | test acc 0.984    == global model ==  train loss 0.004 | test loss 0.036 | train acc 0.999 | test acc 0.991 
132 == clients == 0.006 train loss 0.003 | test loss 0.063 | train acc 0.999 | test acc 0.984    == global model ==  train loss 0.003 | test loss 0.039 | train acc 0.999 | test acc 0.988 
133 == clients == 0.005 train loss 0.003 | test loss 0.068 | train acc 0.999 | test acc 0.983    == global model ==  train loss 0.006 | test loss 0.041 | train acc 0.998 | test acc 0.988 
134 == clients == 0.006 train loss 0.004 | test loss 0.069 | train acc 0.998 | test acc 0.983    == global model ==  train loss 0.005 | test loss 0.044 | train acc 0.998 | test acc 0.990 
135 == clients == 0.005 train loss 0.003 | test loss 0.061 | train acc 0.998 | test acc 0.985    == global model ==  train loss 0.003 | test loss 0.037 | train acc 0.999 | test acc 0.991 
136 == clients == 0.005 train loss 0.003 | test loss 0.070 | train acc 0.999 | test acc 0.984    == global model ==  train loss 0.005 | test loss 0.042 | train acc 0.998 | test acc 0.988 
137 == clients == 0.004 train loss 0.003 | test loss 0.071 | train acc 0.999 | test acc 0.982    == global model ==  train loss 0.005 | test loss 0.043 | train acc 0.998 | test acc 0.986 
138 == clients == 0.006 train loss 0.006 | test loss 0.066 | train acc 0.998 | test acc 0.984    == global model ==  train loss 0.003 | test loss 0.037 | train acc 0.999 | test acc 0.988 
139 == clients == 0.005 train loss 0.003 | test loss 0.073 | train acc 0.999 | test acc 0.980    == global model ==  train loss 0.006 | test loss 0.041 | train acc 0.998 | test acc 0.984 
